Attendance_ID,Employee_ID,Month,Department,Working_Days,Present_Days,Absent_Days,Casual_Leave,Sick_Leave,Earned_Leave,Festival_Holiday_Worked,Late_Days,Scheduled_Hours,Actual_Hours,Overtime_Hours,Max_Daily_Hours,Max_Weekly_Hours,Weekly_Rest_Breach,Leave_Balance,Attendance_Rate,Hours_Compliant
ATT-202605-EMP0092,EMP0092,2026-05-01,Quality Assurance,26,24,0,1,0,1,0,2,208,192,0,10.0,58,No,25,92.31,Yes
ATT-202605-EMP0093,EMP0093,2026-05-01,Finance & Accounts,26,26,0,0,0,0,0,3,208,221,13.1,8.0,62,Yes,32,100.0,No
ATT-202605-EMP0094,EMP0094,2026-05-01,Human Resources,26,21,4,1,0,0,0,1,208,175,7.4,9.0,58,No,3,80.77,Yes
ATT-202605-EMP0095,EMP0095,2026-05-01,Production,26,26,0,0,0,0,0,4,208,233,25.7,9.0,58,No,34,100.0,Yes
ATT-202605-EMP0096,EMP0096,2026-05-01,Administration,26,20,4,1,0,1,0,3,208,180,20.0,9.0,56,No,5,76.92,Yes
ATT-202605-EMP0097,EMP0097,2026-05-01,Finance & Accounts,26,23,2,1,0,0,0,0,208,196,12.0,10.0,58,No,8,88.46,Yes
ATT-202605-EMP0098,EMP0098,2026-05-01,Quality Assurance,26,24,2,0,0,0,0,2,208,218,26.3,11.0,52,No,17,92.31,No
ATT-202605-EMP0099,EMP0099,2026-05-01,Information Technology,26,25,1,0,0,0,0,1,208,200,0,9.0,56,No,33,96.15,Yes
ATT-202605-EMP0100,EMP0100,2026-05-01,Information Technology,26,23,2,0,1,0,0,2,208,189,5.7,10.0,52,No,7,88.46,Yes
ATT-202605-EMP0101,EMP0101,2026-05-01,Administration,26,22,3,0,1,0,0,3,208,181,5.9,10.0,62,No,10,84.62,No
ATT-202605-EMP0102,EMP0102,2026-05-01,Finance & Accounts,26,24,2,0,0,0,0,2,208,199,7.6,11.0,56,Yes,29,92.31,No
ATT-202605-EMP0103,EMP0103,2026-05-01,Administration,26,25,1,0,0,0,0,1,208,209,9.7,9.0,48,No,22,96.15,Yes
ATT-202605-EMP0104,EMP0104,2026-05-01,Information Technology,26,26,0,0,0,0,0,1,208,210,2.1,9.0,52,No,26,100.0,Yes
ATT-202605-EMP0105,EMP0105,2026-05-01,Administration,26,26,0,0,0,0,0,1,208,218,10.5,10.0,48,No,20,100.0,Yes
ATT-202605-EMP0106,EMP0106,2026-05-01,Human Resources,26,24,1,0,1,0,0,2,208,195,3.3,11.0,58,No,33,92.31,No
ATT-202605-EMP0107,EMP0107,2026-05-01,Supply Chain,26,22,1,0,1,2,0,1,208,184,8.8,12.0,60,No,25,84.62,No
ATT-202605-EMP0108,EMP0108,2026-05-01,Production,26,24,0,0,1,1,0,1,208,209,17.9,10.0,48,No,20,92.31,Yes
ATT-202605-EMP0109,EMP0109,2026-05-01,Quality Assurance,26,23,2,0,0,1,0,1,208,185,1.9,8.0,48,No,7,88.46,Yes
ATT-202605-EMP0110,EMP0110,2026-05-01,Sales & Marketing,26,25,1,0,0,0,0,1,208,200,0,8.0,52,No,15,96.15,Yes
ATT-202605-EMP0111,EMP0111,2026-05-01,Human Resources,26,25,0,0,0,1,1,1,208,200,0,10.0,58,No,19,96.15,Yes
ATT-202605-EMP0112,EMP0112,2026-05-01,Production,26,21,2,2,1,0,0,0,208,179,11.7,9.0,58,No,27,80.77,Yes
ATT-202605-EMP0118,EMP0118,2026-05-01,Supply Chain,26,22,3,1,0,0,0,0,208,177,1.4,9.0,56,No,32,84.62,Yes
ATT-202606-EMP0001,EMP0001,2026-06-01,Quality Assurance,26,23,3,0,0,0,0,1,208,185,1.8,10.0,62,No,32,88.46,No
ATT-202606-EMP0002,EMP0002,2026-06-01,Maintenance,26,26,0,0,0,0,0,0,208,210,2.9,11.0,52,Yes,19,100.0,No
ATT-202606-EMP0003,EMP0003,2026-06-01,Production,26,26,0,0,0,0,0,5,208,211,3.2,9.0,62,No,35,100.0,No
ATT-202606-EMP0004,EMP0004,2026-06-01,Supply Chain,26,23,1,2,0,0,0,2,208,184,0,10.0,56,No,17,88.46,Yes
ATT-202606-EMP0005,EMP0005,2026-06-01,Human Resources,26,25,0,1,0,0,0,1,208,219,19.4,8.0,48,No,26,96.15,Yes
ATT-202606-EMP0006,EMP0006,2026-06-01,Production,26,25,0,0,1,0,0,4,208,202,2.4,9.0,62,No,11,96.15,No
ATT-202606-EMP0007,EMP0007,2026-06-01,Production,26,26,0,0,0,0,0,3,208,234,26.0,10.0,60,No,16,100.0,Yes
ATT-202606-EMP0008,EMP0008,2026-06-01,Sales & Marketing,26,23,0,1,0,2,0,0,208,184,0,9.0,48,Yes,24,88.46,No
ATT-202606-EMP0009,EMP0009,2026-06-01,Information Technology,26,26,0,0,0,0,0,0,208,226,18.0,8.0,52,No,34,100.0,Yes
ATT-202606-EMP0010,EMP0010,2026-06-01,Sales & Marketing,26,23,2,0,0,1,0,2,208,189,5.4,10.0,48,No,26,88.46,Yes
ATT-202606-EMP0011,EMP0011,2026-06-01,Human Resources,26,24,2,0,0,0,0,5,208,199,7.3,10.0,48,No,32,92.31,Yes
ATT-202606-EMP0012,EMP0012,2026-06-01,Quality Assurance,26,23,3,0,0,0,0,4,208,187,3.7,9.0,48,Yes,16,88.46,No
ATT-202606-EMP0013,EMP0013,2026-06-01,Maintenance,26,25,1,0,0,0,0,3,208,228,28.0,9.0,62,No,19,96.15,No
ATT-202606-EMP0014,EMP0014,2026-06-01,Maintenance,26,24,2,0,0,0,0,0,208,211,19.9,10.0,60,No,15,92.31,Yes
ATT-202606-EMP0015,EMP0015,2026-06-01,Maintenance,26,25,1,0,0,0,0,1,208,220,20.4,10.0,60,No,26,96.15,Yes
ATT-202606-EMP0016,EMP0016,2026-06-01,Finance & Accounts,26,26,0,0,0,0,0,2,208,208,0.8,10.0,52,No,5,100.0,Yes
ATT-202606-EMP0017,EMP0017,2026-06-01,Production,26,21,1,1,0,3,0,0,208,187,19.5,8.0,56,No,11,80.77,Yes
ATT-202606-EMP0018,EMP0018,2026-06-01,Administration,26,22,1,0,0,3,0,3,208,188,12.1,9.0,60,No,20,84.62,Yes
ATT-202606-EMP0019,EMP0019,2026-06-01,Maintenance,26,23,3,0,0,0,0,1,208,188,4.5,9.0,58,No,12,88.46,Yes
ATT-202606-EMP0020,EMP0020,2026-06-01,Sales & Marketing,26,23,3,0,0,0,0,0,208,188,4.4,10.0,58,No,18,88.46,Yes
ATT-202606-EMP0021,EMP0021,2026-06-01,Quality Assurance,26,22,4,0,0,0,0,1,208,197,21.4,9.0,62,No,23,84.62,No
ATT-202606-EMP0022,EMP0022,2026-06-01,Sales & Marketing,26,21,3,1,1,0,0,4,208,185,17.6,10.0,48,No,22,80.77,Yes
ATT-202606-EMP0023,EMP0023,2026-06-01,Quality Assurance,26,24,2,0,0,0,0,0,208,217,25.6,10.0,65,No,32,92.31,No
ATT-202606-EMP0024,EMP0024,2026-06-01,Supply Chain,26,22,3,1,0,0,0,0,208,186,10.8,9.0,48,No,9,84.62,Yes
ATT-202606-EMP0025,EMP0025,2026-06-01,Supply Chain,26,25,1,0,0,0,0,0,208,205,5.7,10.0,58,No,2,96.15,Yes
ATT-202606-EMP0026,EMP0026,2026-06-01,Administration,26,24,2,0,0,0,0,1,208,217,25.6,10.0,52,No,2,92.31,Yes
ATT-202606-EMP0027,EMP0027,2026-06-01,Production,26,22,2,1,1,0,0,3,208,188,12.7,10.0,60,No,21,84.62,Yes
ATT-202606-EMP0028,EMP0028,2026-06-01,Production,26,25,1,0,0,0,0,2,208,217,17.1,10.0,58,No,2,96.15,Yes
ATT-202606-EMP0029,EMP0029,2026-06-01,Information Technology,26,25,0,1,0,0,0,3,208,216,16.1,11.0,52,No,19,96.15,No
ATT-202606-EMP0030,EMP0030,2026-06-01,Information Technology,26,23,3,0,0,0,0,0,208,189,5.3,9.0,48,No,24,88.46,Yes
ATT-202606-EMP0031,EMP0031,2026-06-01,Administration,26,25,1,0,0,0,0,0,208,203,3.9,8.0,52,No,10,96.15,Yes
ATT-202606-EMP0032,EMP0032,2026-06-01,Production,26,22,2,0,1,1,0,5,208,209,33.1,8.0,58,Yes,25,84.62,No
ATT-202606-EMP0033,EMP0033,2026-06-01,Sales & Marketing,26,23,2,0,0,1,0,4,208,184,0,10.5,58,No,35,88.46,No
ATT-202606-EMP0034,EMP0034,2026-06-01,Production,26,23,1,2,0,0,0,0,208,201,17.0,10.5,52,No,31,88.46,No
ATT-202606-EMP0035,EMP0035,2026-06-01,Production,26,24,2,0,0,0,0,0,208,212,20.8,8.0,62,No,9,92.31,No
ATT-202606-EMP0036,EMP0036,2026-06-01,Administration,26,26,0,0,0,0,0,0,208,209,1.4,8.0,48,No,25,100.0,Yes
ATT-202606-EMP0037,EMP0037,2026-06-01,Production,26,22,2,0,2,0,0,1,208,196,20.8,10.0,48,No,19,84.62,Yes
ATT-202606-EMP0038,EMP0038,2026-06-01,Human Resources,26,26,0,0,0,0,0,0,208,208,0,10.5,56,No,30,100.0,No
ATT-202606-EMP0039,EMP0039,2026-06-01,Administration,26,23,2,0,1,0,0,1,208,190,6.6,9.0,48,No,14,88.46,Yes
ATT-202606-EMP0040,EMP0040,2026-06-01,Sales & Marketing,26,25,0,1,0,0,0,3,208,200,0,9.0,48,No,11,96.15,Yes
ATT-202606-EMP0041,EMP0041,2026-06-01,Human Resources,26,24,1,0,0,1,0,1,208,204,12.0,12.0,52,No,26,92.31,No
ATT-202606-EMP0042,EMP0042,2026-06-01,Information Technology,26,25,1,0,0,0,0,0,208,211,11.0,10.0,48,No,16,96.15,Yes
ATT-202606-EMP0043,EMP0043,2026-06-01,Sales & Marketing,26,26,0,0,0,0,1,0,208,210,2.2,8.0,48,No,28,100.0,Yes
ATT-202606-EMP0044,EMP0044,2026-06-01,Sales & Marketing,26,22,3,0,0,1,0,0,208,181,5.0,8.0,60,No,21,84.62,Yes
ATT-202606-EMP0045,EMP0045,2026-06-01,Production,26,23,2,0,0,1,0,3,208,196,12.5,8.0,48,No,35,88.46,Yes
ATT-202606-EMP0046,EMP0046,2026-06-01,Production,26,25,0,0,0,1,0,0,208,209,9.9,10.0,56,No,18,96.15,Yes
ATT-202606-EMP0047,EMP0047,2026-06-01,Quality Assurance,26,26,0,0,0,0,0,2,208,222,14.6,10.0,52,No,20,100.0,Yes
ATT-202606-EMP0048,EMP0048,2026-06-01,Finance & Accounts,26,24,2,0,0,0,0,0,208,200,8.6,10.0,60,Yes,14,92.31,No
ATT-202606-EMP0049,EMP0049,2026-06-01,Supply Chain,26,25,1,0,0,0,0,0,208,208,8.4,10.5,58,Yes,3,96.15,No
ATT-202606-EMP0050,EMP0050,2026-06-01,Production,26,26,0,0,0,0,0,1,208,231,23.3,10.0,58,No,20,100.0,Yes
ATT-202606-EMP0051,EMP0051,2026-06-01,Sales & Marketing,26,25,0,1,0,0,0,3,208,205,5.2,8.0,60,No,26,96.15,Yes
ATT-202606-EMP0052,EMP0052,2026-06-01,Information Technology,26,24,1,0,1,0,0,3,208,195,3.0,10.0,56,No,26,92.31,Yes
ATT-202606-EMP0053,EMP0053,2026-06-01,Production,26,24,0,1,1,0,0,4,208,192,0,9.0,60,No,17,92.31,Yes
ATT-202606-EMP0054,EMP0054,2026-06-01,Administration,26,22,3,0,0,1,0,2,208,184,8.1,9.0,60,No,27,84.62,Yes
ATT-202606-EMP0055,EMP0055,2026-06-01,Human Resources,26,26,0,0,0,0,0,1,208,210,2.9,8.0,56,No,31,100.0,Yes
ATT-202606-EMP0056,EMP0056,2026-06-01,Finance & Accounts,26,25,0,1,0,0,0,1,208,211,11.0,8.0,56,No,10,96.15,Yes
ATT-202606-EMP0057,EMP0057,2026-06-01,Administration,26,25,1,0,0,0,0,3,208,215,15.3,10.0,52,No,11,96.15,Yes
ATT-202606-EMP0058,EMP0058,2026-06-01,Supply Chain,26,26,0,0,0,0,0,0,208,213,5.4,10.0,52,No,11,100.0,Yes
ATT-202606-EMP0059,EMP0059,2026-06-01,Production,26,26,0,0,0,0,0,0,208,229,21.2,9.0,48,No,19,100.0,Yes
ATT-202606-EMP0060,EMP0060,2026-06-01,Production,26,21,2,0,0,3,0,1,208,188,20.8,10.0,60,No,28,80.77,Yes
ATT-202606-EMP0061,EMP0061,2026-06-01,Production,26,24,0,1,0,1,0,3,208,215,23.2,10.0,58,No,24,92.31,Yes
ATT-202606-EMP0062,EMP0062,2026-06-01,Human Resources,26,26,0,0,0,0,0,2,208,218,10.7,8.0,48,No,15,100.0,Yes
ATT-202606-EMP0063,EMP0063,2026-06-01,Supply Chain,26,24,2,0,0,0,0,0,208,200,8.5,10.0,56,No,22,92.31,Yes
ATT-202606-EMP0064,EMP0064,2026-06-01,Maintenance,26,23,1,1,1,0,0,3,208,206,22.8,9.0,58,No,2,88.46,Yes
ATT-202606-EMP0065,EMP0065,2026-06-01,Maintenance,26,25,0,1,0,0,0,2,208,209,9.3,10.0,65,No,3,96.15,No
ATT-202606-EMP0066,EMP0066,2026-06-01,Finance & Accounts,26,25,0,1,0,0,0,1,208,230,30.1,12.0,65,Yes,8,96.15,No
ATT-202606-EMP0067,EMP0067,2026-06-01,Administration,26,26,0,0,0,0,0,3,208,213,5.5,10.0,48,No,14,100.0,Yes
ATT-202606-EMP0068,EMP0068,2026-06-01,Information Technology,26,25,0,0,1,0,0,1,208,221,21.6,10.0,58,No,5,96.15,Yes
ATT-202606-EMP0069,EMP0069,2026-06-01,Quality Assurance,26,24,1,1,0,0,0,2,208,192,0.8,8.0,60,Yes,2,92.31,No
ATT-202606-EMP0070,EMP0070,2026-06-01,Production,26,25,0,0,0,1,0,0,208,205,5.8,10.0,60,No,12,96.15,Yes
ATT-202606-EMP0071,EMP0071,2026-06-01,Production,26,21,3,0,2,0,0,0,208,187,19.4,10.0,52,No,32,80.77,Yes
ATT-202606-EMP0072,EMP0072,2026-06-01,Information Technology,26,20,4,1,1,0,1,4,208,168,8.4,8.0,48,No,2,76.92,Yes
ATT-202606-EMP0073,EMP0073,2026-06-01,Quality Assurance,26,26,0,0,0,0,0,0,208,211,3.0,10.0,58,No,13,100.0,Yes
ATT-202606-EMP0074,EMP0074,2026-06-01,Production,26,25,0,0,0,1,0,3,208,217,17.8,10.0,58,No,18,96.15,Yes
ATT-202606-EMP0075,EMP0075,2026-06-01,Information Technology,26,23,2,0,1,0,0,2,208,186,2.9,8.0,56,No,15,88.46,Yes
ATT-202606-EMP0076,EMP0076,2026-06-01,Production,26,21,3,0,0,2,0,1,208,194,26.0,10.0,58,No,16,80.77,Yes
ATT-202606-EMP0077,EMP0077,2026-06-01,Supply Chain,26,24,0,0,1,1,0,2,208,197,5.4,10.0,60,No,12,92.31,Yes
ATT-202606-EMP0078,EMP0078,2026-06-01,Finance & Accounts,26,26,0,0,0,0,0,0,208,209,1.6,9.0,56,No,29,100.0,Yes
ATT-202606-EMP0079,EMP0079,2026-06-01,Maintenance,26,26,0,0,0,0,0,0,208,219,11.3,12.0,48,No,20,100.0,No
ATT-202606-EMP0080,EMP0080,2026-06-01,Supply Chain,26,24,0,1,1,0,0,0,208,195,3.5,9.0,48,No,29,92.31,Yes
ATT-202606-EMP0081,EMP0081,2026-06-01,Finance & Accounts,26,26,0,0,0,0,0,0,208,234,26.0,10.5,56,No,3,100.0,No
ATT-202606-EMP0082,EMP0082,2026-06-01,Sales & Marketing,26,26,0,0,0,0,0,1,208,208,0.0,10.0,52,No,9,100.0,Yes
ATT-202606-EMP0083,EMP0083,2026-06-01,Information Technology,26,25,0,1,0,0,0,1,208,200,0,10.0,48,No,15,96.15,Yes
ATT-202606-EMP0084,EMP0084,2026-06-01,Human Resources,26,23,2,0,1,0,0,1,208,196,12.4,10.0,56,No,21,88.46,Yes
ATT-202606-EMP0085,EMP0085,2026-06-01,Supply Chain,26,23,2,0,1,0,0,1,208,185,1.8,10.5,58,No,14,88.46,No
ATT-202606-EMP0086,EMP0086,2026-06-01,Quality Assurance,26,23,1,2,0,0,0,4,208,197,13.3,10.0,60,No,9,88.46,Yes
ATT-202606-EMP0087,EMP0087,2026-06-01,Sales & Marketing,26,22,1,1,1,1,0,0,208,181,5.9,11.0,56,No,15,84.62,No
ATT-202606-EMP0088,EMP0088,2026-06-01,Human Resources,26,22,3,1,0,0,1,3,208,199,23.2,9.0,60,No,24,84.62,Yes
ATT-202606-EMP0089,EMP0089,2026-06-01,Finance & Accounts,26,25,0,1,0,0,0,0,208,200,0,8.0,56,No,19,96.15,Yes
ATT-202606-EMP0090,EMP0090,2026-06-01,Production,26,26,0,0,0,0,0,1,208,223,15.5,8.0,52,No,12,100.0,Yes
ATT-202606-EMP0091,EMP0091,2026-06-01,Quality Assurance,26,25,0,0,1,0,1,2,208,223,23.7,10.5,48,No,22,96.15,No
ATT-202606-EMP0092,EMP0092,2026-06-01,Quality Assurance,26,26,0,0,0,0,0,2,208,208,0,10.0,48,No,11,100.0,Yes
ATT-202606-EMP0093,EMP0093,2026-06-01,Finance & Accounts,26,25,0,0,1,0,0,1,208,208,8.2,11.0,60,Yes,12,96.15,No
ATT-202606-EMP0094,EMP0094,2026-06-01,Human Resources,26,24,0,0,1,1,0,1,208,192,0,10.0,60,No,3,92.31,Yes
ATT-202606-EMP0095,EMP0095,2026-06-01,Production,26,26,0,0,0,0,0,1,208,225,17.3,10.0,56,No,23,100.0,Yes
ATT-202606-EMP0096,EMP0096,2026-06-01,Administration,26,22,4,0,0,0,0,0,208,189,13.6,10.0,52,No,17,84.62,Yes
ATT-202606-EMP0097,EMP0097,2026-06-01,Finance & Accounts,26,26,0,0,0,0,0,1,208,224,16.4,10.5,56,No,6,100.0,No
ATT-202606-EMP0098,EMP0098,2026-06-01,Quality Assurance,26,25,1,0,0,0,0,1,208,207,7.7,9.0,65,No,14,96.15,No
ATT-202606-EMP0099,EMP0099,2026-06-01,Information Technology,26,23,1,0,0,2,0,0,208,184,0.8,10.0,48,No,28,88.46,Yes
ATT-202606-EMP0100,EMP0100,2026-06-01,Information Technology,26,25,0,0,1,0,0,0,208,200,0,10.0,62,No,4,96.15,No
ATT-202606-EMP0101,EMP0101,2026-06-01,Administration,26,25,0,0,1,0,1,2,208,213,13.7,10.0,56,No,6,96.15,Yes
ATT-202606-EMP0102,EMP0102,2026-06-01,Finance & Accounts,26,25,0,0,1,0,0,1,208,210,10.4,10.0,52,No,31,96.15,Yes
ATT-202606-EMP0103,EMP0103,2026-06-01,Administration,26,23,2,0,0,1,1,1,208,187,3.4,10.5,58,No,19,88.46,No
ATT-202606-EMP0104,EMP0104,2026-06-01,Information Technology,26,25,0,0,1,0,0,4,208,206,6.4,9.0,52,No,33,96.15,Yes
ATT-202606-EMP0105,EMP0105,2026-06-01,Administration,26,25,1,0,0,0,0,2,208,200,0,9.0,52,No,25,96.15,Yes
ATT-202606-EMP0106,EMP0106,2026-06-01,Human Resources,26,24,1,0,1,0,1,1,208,194,2.9,10.0,58,No,32,92.31,Yes
ATT-202606-EMP0107,EMP0107,2026-06-01,Supply Chain,26,24,2,0,0,0,0,0,208,200,8.5,9.0,58,No,32,92.31,Yes
ATT-202606-EMP0108,EMP0108,2026-06-01,Production,26,25,0,0,0,1,0,2,208,219,19.6,10.0,52,No,27,96.15,Yes
ATT-202606-EMP0109,EMP0109,2026-06-01,Quality Assurance,26,25,1,0,0,0,0,4,208,200,0.6,10.0,52,No,14,96.15,Yes
ATT-202606-EMP0110,EMP0110,2026-06-01,Sales & Marketing,26,25,0,0,1,0,0,1,208,211,11.0,10.5,58,No,8,96.15,No
ATT-202606-EMP0111,EMP0111,2026-06-01,Human Resources,26,25,0,0,0,1,0,0,208,214,14.1,10.0,58,No,8,96.15,Yes
ATT-202606-EMP0112,EMP0112,2026-06-01,Production,26,24,2,0,0,0,0,4,208,205,13.6,10.0,56,No,21,92.31,Yes
ATT-202606-EMP0118,EMP0118,2026-06-01,Supply Chain,14,14,0,0,0,0,0,1,117,117,5.7,9.0,56,No,29,100.0,Yes
